filepath,label,group_id,subject_ids,socofing_files,sha256,split
data/datasets/A+/cluster_0_2812.BMP,A+,SUBJECT_GROUP_0392,398,398__M_Right_ring_finger.BMP,7a7c220556baa7fa6d23d124c38b5d75c902ea47661187f4f2c641657c78dcfb,train
data/datasets/A+/cluster_0_2821.BMP,A+,SUBJECT_GROUP_0502,509,509__M_Left_middle_finger.BMP,9905277ec786f1129ec345b15f7b1e907a4de0415273b5332398f057b29d6579,train
data/datasets/A+/cluster_0_2849.BMP,A+,SUBJECT_GROUP_0035,35,35__M_Left_thumb_finger.BMP,6f007816c48c8dca7471840f277b4a43d558f785182ab314669fd3cad44a2882,validation
data/datasets/A+/cluster_0_2860.BMP,A+,SUBJECT_GROUP_0294,299,299__M_Left_index_finger.BMP,cee3a35ec43a64502532b719323e46893b2b9f54d1d6b7d8f865ee8c081569d2,validation
data/datasets/A+/cluster_0_2871.BMP,A+,SUBJECT_GROUP_0507,515,515__M_Left_thumb_finger.BMP,abb93e1577393e5ae620552b36b0541f06f9403713822c8f5d33d074a06e396f,train
data/datasets/A+/cluster_0_2872.BMP,A+,SUBJECT_GROUP_0034,34,34__M_Left_index_finger.BMP,316b38f7ad75827d8c580efab72cdfeb0851f7c6772819a426d308b80c295aed,test
data/datasets/A+/cluster_0_2895.BMP,A+,SUBJECT_GROUP_0130,130,130__F_Left_thumb_finger.BMP,fde0f02edf1618f6e1b5252f7cf0f3cb72a1d9bab6025f7aabf91d288e558816,train
data/datasets/A+/cluster_0_2902.BMP,A+,SUBJECT_GROUP_0116,116,116__M_Left_thumb_finger.BMP,f32eaddf476b5fe06ed3fb5dd23ceaa34a57c38bbaea23149521c96f6965e001,test
data/datasets/A+/cluster_0_291.BMP,A+,SUBJECT_GROUP_0357,362,362__M_Left_thumb_finger.BMP,2ca2df98660953ce88cf346ac3987a4ba925fe2b433c2400a9b6c33bb1045bed,train
data/datasets/A+/cluster_0_2913.BMP,A+,SUBJECT_GROUP_0138,138,138__M_Left_middle_finger.BMP,1a8ebca397c6c53fae399752c80754c3107b5ff50b83fd13cd0b17802893b9f6,train
data/datasets/A+/cluster_0_2922.BMP,A+,SUBJECT_GROUP_0280,285,285__M_Left_index_finger.BMP,c852b500a4aa2be12dc70afdebe5cc4cc62b015956c6e687e583dc07094ae77e,train
data/datasets/A+/cluster_0_2927.BMP,A+,SUBJECT_GROUP_0518,526,526__F_Right_ring_finger.BMP,82d3f16c77cf21280ece06513abb0d70d8316fb6f77721e4f00fae3d15c120a2,train
data/datasets/A+/cluster_0_2930.BMP,A+,SUBJECT_GROUP_0413,420,420__M_Left_thumb_finger.BMP,e45dc657a842c4612bd147aa250042fd41ab43611a8a3c4a4f23f339309a178b,train
data/datasets/A+/cluster_0_2951.BMP,A+,SUBJECT_GROUP_0366,371,371__M_Left_thumb_finger.BMP,345cb9afd5e925e2f34951464bded3b10045bf1e621a14874c7cfa47c9f109da,train
data/datasets/A+/cluster_0_2959.BMP,A+,SUBJECT_GROUP_0150,150,150__M_Left_index_finger.BMP,e36ffa108f19eac9b4bbae2278ee9120f8d99b84da678fb66468257f056cec2c,train
data/datasets/A+/cluster_0_2970.BMP,A+,SUBJECT_GROUP_0057,57,57__M_Left_index_finger.BMP,25b414056b56a65882b6b207527c11a7c79ae0ca335d84fb1040017cedcf7ce1,train
data/datasets/A+/cluster_0_2983.BMP,A+,SUBJECT_GROUP_0327,332,332__M_Left_thumb_finger.BMP,92267e8607030ee58e597d871949df04c60964077a2521f80d434a6d1b2c8ef2,train
data/datasets/A+/cluster_0_2984.BMP,A+,SUBJECT_GROUP_0325,330,330__M_Left_index_finger.BMP,196cbbacad1fa4cd58e48fa5be9efb7b8e82587d5d87820c0921dafdea25d227,train
data/datasets/A+/cluster_0_3006.BMP,A+,SUBJECT_GROUP_0152,152,152__M_Right_middle_finger.BMP,f29e6f375a7ba852b167816c89f631556abf70628c0de0266641adcf0ace567d,train
data/datasets/A+/cluster_0_3013.BMP,A+,SUBJECT_GROUP_0537,545,545__M_Left_thumb_finger.BMP,d4a26686be5c4a3f220e4b2ca2bb67ceae945381aee1cb8719d4c3fb4ce0f737,validation
data/datasets/A+/cluster_0_3028.BMP,A+,SUBJECT_GROUP_0071,71,71__M_Left_thumb_finger.BMP,8c8ce4658f64ba28974445f89c869d5cba02ed16c0852014f5942186b9021c3b,train
data/datasets/A+/cluster_0_303.BMP,A+,SUBJECT_GROUP_0481,488,488__M_Left_middle_finger.BMP,29dfc558edde8aa716691f8de0cf93a5f79f82f5be91e0ab39e9cfa5d6f7f938,train
data/datasets/A+/cluster_0_3044.BMP,A+,SUBJECT_GROUP_0390,396,396__M_Left_ring_finger.BMP,a97454c09a2a61c81369b282f72a427efff67d3eba354ef8df9d950ec0069462,train
data/datasets/A+/cluster_0_3056.BMP,A+,SUBJECT_GROUP_0250,254,254__M_Right_ring_finger.BMP,00f7ff44319222696ee1708c6e29644ff1d0d8f05025d5c27d261513c3ce2f3b,validation
data/datasets/A+/cluster_0_3064.BMP,A+,SUBJECT_GROUP_0037,37,37__M_Left_thumb_finger.BMP,c1b06f2bd7d4e6856f2824e14573e9826b4b77ccf003c3909f042ee5f2b1c7c1,train
data/datasets/A+/cluster_0_3067.BMP,A+,SUBJECT_GROUP_0466,473,473__M_Left_middle_finger.BMP,6c674a6bb34bb60ff9512db69bbdd2c704e64a2f166856d364e83926becd2cd7,train
data/datasets/A+/cluster_0_3085.BMP,A+,SUBJECT_GROUP_0243,246,246__M_Left_index_finger.BMP,c4bed2d035c9f8fa47ee1aa5d990a9ca71bf3d4f5baa94b42d0891f5323cc0de,train
data/datasets/A+/cluster_0_3089.BMP,A+,SUBJECT_GROUP_0322,327,327__M_Right_middle_finger.BMP,d46d9caaac60b1919a969b2cdb0585abba90319fed8fdf2315d49693bbec6ac2,train
data/datasets/A+/cluster_0_3092.BMP,A+,SUBJECT_GROUP_0070,70,70__M_Right_ring_finger.BMP,d9e51590258b214b717a54e950d9a1955fb6a2855f965d8169d4a504e0d949a8,validation
data/datasets/A+/cluster_0_3100.BMP,A+,SUBJECT_GROUP_0064,203,203__M_Left_thumb_finger.BMP,71c2c2be9f48043f45f0fc4a3b9a802d2ab5aa54b682e03ad8e2c4593621fcff,validation
data/datasets/A+/cluster_0_3102.BMP,A+,SUBJECT_GROUP_0443,450,450__M_Right_ring_finger.BMP,91a40e766d140a06380a3fbeecfc08912551e54d1f65cb290e2cc61a33b6685e,test
data/datasets/A+/cluster_0_3104.BMP,A+,SUBJECT_GROUP_0457,464,464__M_Left_middle_finger.BMP,51e19a1b7f2ccce6d5f2be893bbb2af44311f89c7f249e6e7dc517404fbf9c4e,train
data/datasets/A+/cluster_0_3109.BMP,A+,SUBJECT_GROUP_0377,383,383__M_Left_ring_finger.BMP,c186b52bf21629c8f6551b3f3f14cc17a1d95ce2256b13701b80f27e3f0d12b6,train
data/datasets/A+/cluster_0_3117.BMP,A+,SUBJECT_GROUP_0160,160,160__M_Left_index_finger.BMP,09ee115de06f1d949c2100b7fc0186c4bd0f91bc3ca7d3a368980849a735fb72,train
data/datasets/A+/cluster_0_3127.BMP,A+,SUBJECT_GROUP_0581,594,594__M_Left_index_finger.BMP,a8cd2570832094526732ac37b8bdb3692a8865a48e00cee8880fb62794f4f0e1,test
data/datasets/A+/cluster_0_3134.BMP,A+,SUBJECT_GROUP_0227,230,230__M_Left_thumb_finger.BMP,15afc874cbf48bb172e315f0261a8742d8c2d95909687c7fb0f8285143696d02,validation
data/datasets/A+/cluster_0_3136.BMP,A+,SUBJECT_GROUP_0279,284,284__M_Left_index_finger.BMP,d659af814b1c053ac830e3e253917e7ad307d2097a37c941d956933775c109a7,train
data/datasets/A+/cluster_0_3152.BMP,A+,SUBJECT_GROUP_0209,211,211__M_Left_thumb_finger.BMP,1eefbdf766b59ef88b3f9042b226b1fd8ffee9b087dda7fab90dfc6b29c84fd7,train
data/datasets/A+/cluster_0_3163.BMP,A+,SUBJECT_GROUP_0008,8,8__M_Left_ring_finger.BMP,1d8df9a81fa9dddbec3262506bf71d0f844cd82bdd85660311c1158a78860a38,train
data/datasets/A+/cluster_0_3179.BMP,A+,SUBJECT_GROUP_0212,214,214__M_Left_index_finger.BMP,60ffb9c2aa7d06b292175ffe3a703257ca90be39015e509df22ea8d36a5d5b41,train
data/datasets/A+/cluster_0_3187.BMP,A+,SUBJECT_GROUP_0129,129,129__M_Right_thumb_finger.BMP,479808bf640dd3c65fc25fba9c8948abe0741be1685776ffb905b2cc90bedca9,train
data/datasets/A+/cluster_0_3189.BMP,A+,SUBJECT_GROUP_0091,91,91__F_Left_index_finger.BMP,dfde85e28bbeb0b13bec4fb96d8d7455fb2518edfe25bb1d958474ae53f92845,train
data/datasets/A+/cluster_0_3198.BMP,A+,SUBJECT_GROUP_0111,111,111__M_Left_thumb_finger.BMP,fcd73d2c5f5b203372aec8097667f8a7ba33853537709e34424a11cd327d63e8,train
data/datasets/A+/cluster_0_3199.BMP,A+,SUBJECT_GROUP_0131,131,131__M_Left_middle_finger.BMP,4af13727164182b880f7e18ecb379f414632b9de9c88a3cf00c38e24100c6f39,train
data/datasets/A+/cluster_0_32.BMP,A+,SUBJECT_GROUP_0064,203,203__M_Right_thumb_finger.BMP,330bcca04b84c2bf4cda97204c1392fd0e2647691c80812a63eb8b767d19b922,validation
data/datasets/A+/cluster_0_320.BMP,A+,SUBJECT_GROUP_0547,557,557__M_Left_thumb_finger.BMP,be1833c7684df37693652b7715499124f26a68fcde42d0367e52dd83fb852c85,test
data/datasets/A+/cluster_0_3207.BMP,A+,SUBJECT_GROUP_0497,504,504__M_Left_thumb_finger.BMP,5d7fa27bfa37d953d876329d682c94749c7984a3a9913860d56a2a25bbc2815d,train
data/datasets/A+/cluster_0_3209.BMP,A+,SUBJECT_GROUP_0238,241,241__M_Left_index_finger.BMP,a0f686d0c057b2e96e5ae254b1b0835b4345069aaea3a1574d14837c57e9243a,train
data/datasets/A+/cluster_0_3256.BMP,A+,SUBJECT_GROUP_0323,328,328__M_Left_thumb_finger.BMP,e6d1f4c5085555f90ee4d833f85348f0708c660068f93673c40ca2d2376584bb,train
data/datasets/A+/cluster_0_3261.BMP,A+,SUBJECT_GROUP_0476,483,483__M_Left_index_finger.BMP,9cf691de4c7d9f5561725b14101d5d882baeaf1abd950db657a004d94fc9003c,train
data/datasets/A+/cluster_0_3263.BMP,A+,SUBJECT_GROUP_0036,36,36__M_Left_thumb_finger.BMP,853c34aecb3a96ff49e0691a28620b2b7382fee8a2dbde7efefec2c71f239bd5,train
data/datasets/A+/cluster_0_3270.BMP,A+,SUBJECT_GROUP_0178,178,178__M_Right_ring_finger.BMP,962809adafc48ace2bd5f559f1bf632d1a988b0b9add2c362fc439ccfe18fc90,train
data/datasets/A+/cluster_0_3274.BMP,A+,SUBJECT_GROUP_0024,24,24__F_Left_index_finger.BMP,131cd640319d0c7c64befe72d7b8309bce3557942fa374d9bed635812fb7f94e,test
data/datasets/A+/cluster_0_3275.BMP,A+,SUBJECT_GROUP_0309,314,314__M_Left_index_finger.BMP,ef65c00c17bebdfe9facd7275bbc296d018c52b2298249e30e47915c24d54d51,validation
data/datasets/A+/cluster_0_3284.BMP,A+,SUBJECT_GROUP_0175,175,175__M_Left_middle_finger.BMP,9b933fb805e73cc9c21cc39501c77523ab346b1717d81d255393b8306d596971,train
data/datasets/A+/cluster_0_3289.BMP,A+,SUBJECT_GROUP_0456,463,463__F_Left_index_finger.BMP,88299a67566a845683f0d046886ece2c5d0dce78a817668688f16ee6055aa9be,test
data/datasets/A+/cluster_0_3291.BMP,A+,SUBJECT_GROUP_0245,248,248__M_Left_index_finger.BMP,1d24c45981887c930627ea64ff550583699eb2b4e4421df156d582436256eb85,train
data/datasets/A+/cluster_0_3293.BMP,A+,SUBJECT_GROUP_0584,597,597__M_Left_thumb_finger.BMP,78cdfbc3826cc02225d9f338c3d1e24706f7041495fe7dfa7ddccf4d548cafd0,train
data/datasets/A+/cluster_0_3295.BMP,A+,SUBJECT_GROUP_0340,345,345__M_Left_ring_finger.BMP,a58a9f9f896778fb2c851b4d314e6b3cee47547da3f66f9d6b85f7ecf1fe9e99,test
data/datasets/A+/cluster_0_3299.BMP,A+,SUBJECT_GROUP_0574,586,586__M_Right_ring_finger.BMP,09b220460aba40584b38072424d1736fc10ecec4e45dba9dea887ef88b17fa6c,test
data/datasets/A+/cluster_0_3321.BMP,A+,SUBJECT_GROUP_0137,137,137__M_Left_little_finger.BMP,291c6f91d59f254bb2e383ebad1350b5727d49c54ab1cae8435d5734c9435632,validation
data/datasets/A+/cluster_0_3323.BMP,A+,SUBJECT_GROUP_0434,441,441__M_Left_middle_finger.BMP,7d0adc11c2089f65fb174f39928880170d88e743e29e8e6c66bd0f522796923b,train
data/datasets/A+/cluster_0_3331.BMP,A+,SUBJECT_GROUP_0107,107,107__M_Left_ring_finger.BMP,db0605c98d0ca742e7a613d3943d3dabd5558c5fca96d846c733fd0302803c08,validation
data/datasets/A+/cluster_0_3334.BMP,A+,SUBJECT_GROUP_0064,219,219__M_Left_thumb_finger.BMP,da6ed033cb48c731f614bab65dd6088e3046c5bcf15c93812632eb84f39725ae,validation
data/datasets/A+/cluster_0_3338.BMP,A+,SUBJECT_GROUP_0571,582,582__M_Left_thumb_finger.BMP,ded1e54940838f5fdb84d9af583fd52b184ecdf3008fd84925d39ad083282dac,validation
data/datasets/A+/cluster_0_3339.BMP,A+,SUBJECT_GROUP_0421,428,428__M_Left_index_finger.BMP,d55b752f81aaa2d52322ab083919b4b094a693e08d098feb2dd459c6a5844bc0,train
data/datasets/A+/cluster_0_3359.BMP,A+,SUBJECT_GROUP_0264,269,269__M_Left_thumb_finger.BMP,35e7182f56d78876b8f7e475e03d43f2c38aaadd747a8996697cab15cecee86c,train
data/datasets/A+/cluster_0_3360.BMP,A+,SUBJECT_GROUP_0004,4,4__M_Left_ring_finger.BMP,e894a2e5e51894e606e273d1397862ba18bdd7ec05750dd467e9916c156ed413,train
data/datasets/A+/cluster_0_3371.BMP,A+,SUBJECT_GROUP_0320,325,325__M_Left_index_finger.BMP,b28a0433103f5582ceaf4994c2fb957a41522c28445cec55ddb302cc967160b0,train
data/datasets/A+/cluster_0_339.BMP,A+,SUBJECT_GROUP_0160,160,160__M_Left_thumb_finger.BMP,f15e350095dda71dd5438ca2ea884571c9fab2e8f44a96640a3ba37e549696b6,train
data/datasets/A+/cluster_0_3395.BMP,A+,SUBJECT_GROUP_0101,101,101__M_Right_thumb_finger.BMP,34a22749153954f816b3aafbca1bcea019dffc21e64c355618657ce928b4ddd6,train
data/datasets/A+/cluster_0_3400.BMP,A+,SUBJECT_GROUP_0095,95,95__M_Right_little_finger.BMP,7a22aad488955e5bb1ba5590c0d6b57546a4f6e3c54cf942cf6007220310b961,train
data/datasets/A+/cluster_0_3403.BMP,A+,SUBJECT_GROUP_0464,471,471__M_Right_little_finger.BMP,d4bd5b72eb420cf4013e0ddaee89f0777916e8fd72d3af982cf7a7877317f465,train
data/datasets/A+/cluster_0_3407.BMP,A+,SUBJECT_GROUP_0567,578,578__M_Left_thumb_finger.BMP,f8255ee84f4601699de8774acb76e33ac5bbac349f8d0d16414989105a95e522,validation
data/datasets/A+/cluster_0_3410.BMP,A+,SUBJECT_GROUP_0393,399,399__M_Left_index_finger.BMP,0fc6de06a71231f7c4350f0ee491b431bc5f22babd7ad565c3b14f55f81832ef,validation
data/datasets/A+/cluster_0_343.BMP,A+,SUBJECT_GROUP_0007,7,7__M_Left_thumb_finger.BMP,1caa6b0e0e0314c7271884cdbd7367f0772371df4fb3b5ab296c346444d535a5,test
data/datasets/A+/cluster_0_3433.BMP,A+,SUBJECT_GROUP_0324,329,329__M_Left_thumb_finger.BMP,8a74f339f0525ab755fea2b3d521a7e67c5a4990b9f2fe2e49eee873dbf75cc9,train
data/datasets/A+/cluster_0_3442.BMP,A+,SUBJECT_GROUP_0010,10,10__M_Right_ring_finger.BMP,4b1af210b031ac011def7823b83b2a92b3364bcee5f0a3501ecd5df60b3614bd,train
data/datasets/A+/cluster_0_3445.BMP,A+,SUBJECT_GROUP_0433,440,440__M_Right_little_finger.BMP,265a8274619d72de041e35cc95d4af33611c720156436b344559186defce02fe,train
data/datasets/A+/cluster_0_3447.BMP,A+,SUBJECT_GROUP_0394,400,400__M_Left_thumb_finger.BMP,e74969f5e5a9247e5ec57b01cf06b7ab65d08f433584a112f25afc7279716fd8,test
data/datasets/A+/cluster_0_3450.BMP,A+,SUBJECT_GROUP_0424,431,431__M_Left_index_finger.BMP,fb3ca65a3eb9d7259fe9ff214aec0afc1f64244e7cf5ac440b6ea79be4024e23,validation
data/datasets/A+/cluster_0_3461.BMP,A+,SUBJECT_GROUP_0252,256,256__M_Left_little_finger.BMP,edbb8b3bd12e59112a654af860e09b357ea1541b8fac78ed8cdf31a32503731e,test
data/datasets/A+/cluster_0_3472.BMP,A+,SUBJECT_GROUP_0348,353,353__M_Left_thumb_finger.BMP,671d34c54cb5203ca77bbdc36de6ea55c62b4d1f98588dadaa3c2272d83314e3,train
data/datasets/A+/cluster_0_3475.BMP,A+,SUBJECT_GROUP_0387,393,393__M_Left_middle_finger.BMP,d979452e713c05f938c55c9bc9e0a644cf693b8905c85e874662c21749248946,train
data/datasets/A+/cluster_0_3485.BMP,A+,SUBJECT_GROUP_0202,202,202__M_Left_index_finger.BMP,50e250c88930d26dab05e73d7f28d0d8e5c75a64ccb709881d633a9ab7cfd142,test
data/datasets/A+/cluster_0_3486.BMP,A+,SUBJECT_GROUP_0491,498,498__M_Left_thumb_finger.BMP,47db25bac007dab04d77a9c138d87d18873ff64ac1de8168d1e9984f6b705172,train
data/datasets/A+/cluster_0_3493.BMP,A+,SUBJECT_GROUP_0198,198,198__M_Left_thumb_finger.BMP,6387bf5598a7de2e636a31a420112d76a91f04cd4e26c2cbe2e95ce6826ed1bb,train
data/datasets/A+/cluster_0_3495.BMP,A+,SUBJECT_GROUP_0103,103,103__F_Left_thumb_finger.BMP,d283bc3ca902ea02c6319d4ef1acea8ae9a18d2d865593ef1a5bcbb3ec65bac5,train
data/datasets/A+/cluster_0_3500.BMP,A+,SUBJECT_GROUP_0363,368,368__M_Left_index_finger.BMP,719c9d4ca4b909ca5aa26a239aa900ac32d3c7ee88458badaf877a6bf48adfa2,train
data/datasets/A+/cluster_0_3523.BMP,A+,SUBJECT_GROUP_0278,283,283__M_Left_thumb_finger.BMP,2b5db0bb144911aeba09647287998e030bb5048be0d216c66a56bfd78f309cdd,validation
data/datasets/A+/cluster_0_3526.BMP,A+,SUBJECT_GROUP_0522,530,530__M_Left_index_finger.BMP,75092984a7e1008c7afe91e4fa09aa0c46d462f96773a501f3fef7bfd0359154,test
data/datasets/A+/cluster_0_3528.BMP,A+,SUBJECT_GROUP_0421,428,428__M_Left_thumb_finger.BMP,56f2dd82afe48ec80abf400a869591d3d40c3c20f11b6fd584b82811776a863f,train
data/datasets/A+/cluster_0_3532.BMP,A+,SUBJECT_GROUP_0275,280,280__M_Right_ring_finger.BMP,516de4da5b094cdd7c2d02e00a26067ef448493b6638798ae879ff356e90c387,train
data/datasets/A+/cluster_0_354.BMP,A+,SUBJECT_GROUP_0317,322,322__M_Left_thumb_finger.BMP,d34e0e32ad4dab24f15ecb56417d02b64e3e350e4d7aec4d79279fbfbace7405,train
data/datasets/A+/cluster_0_3540.BMP,A+,SUBJECT_GROUP_0560,570,570__M_Left_thumb_finger.BMP,5c002b24bcf5d63c70812a415f9a5deb7968e9b6dad86037325154f2bbfd59c4,train
data/datasets/A+/cluster_0_3544.BMP,A+,SUBJECT_GROUP_0331,336,336__M_Left_index_finger.BMP,72bab85c5115792795936251a663227c7e8dbd3dba98c9afa09bbfe3b7611cba,train
data/datasets/A+/cluster_0_3552.BMP,A+,SUBJECT_GROUP_0059,59,59__F_Left_thumb_finger.BMP,508875e4821e4b41f97ca9207139f885dacd710281cd0f51005d37583ea05746,train
data/datasets/A+/cluster_0_3556.BMP,A+,SUBJECT_GROUP_0471,478,478__M_Left_middle_finger.BMP,00b20db916795852744bd72eec4d66e636b11411247355da6b215c972b64dc7a,train
data/datasets/A+/cluster_0_3560.BMP,A+,SUBJECT_GROUP_0191,191,191__F_Left_index_finger.BMP,66d4057b87969e4a9b99fb367f3168b66537592f3d9dee901f6891f4807bbfae,train
data/datasets/A+/cluster_0_3564.BMP,A+,SUBJECT_GROUP_0205,207,207__M_Left_index_finger.BMP,b0d9a51064006156189b93c088b01b135c9ded53c0f2c60569b97c30b628bb0e,validation
data/datasets/A+/cluster_0_3574.BMP,A+,SUBJECT_GROUP_0159,159,159__M_Left_index_finger.BMP,03da10812f8ea802247f626668e8405a5714be236954adf999cd7fde49835534,train
data/datasets/A+/cluster_0_3590.BMP,A+,SUBJECT_GROUP_0189,189,189__F_Left_thumb_finger.BMP,e24196fcef751d8cea12b1c2dd5a9fa13b7f0efdd54fdd83ddfb17b69762985f,train
data/datasets/A+/cluster_0_3592.BMP,A+,SUBJECT_GROUP_0135,135,135__F_Left_thumb_finger.BMP,5140dc76c53229a2316e9b05353757a025379903f9de44ac5e91b68385132503,train
data/datasets/A+/cluster_0_3599.BMP,A+,SUBJECT_GROUP_0462,469,469__M_Right_ring_finger.BMP,30689cb3073c774005b20838f70ac998e36b48b281ab48724a01bc8b283b533c,train
data/datasets/A+/cluster_0_3605.BMP,A+,SUBJECT_GROUP_0167,167,167__M_Left_index_finger.BMP,bd18beb99d5038098be31ce81b59a4e8c1976d50243ea37f3771a144f16bf81b,train
data/datasets/A+/cluster_0_3606.BMP,A+,SUBJECT_GROUP_0260,265,265__M_Right_little_finger.BMP,fb94a51ac1c3ff0de9ee5ea6b5081cebeef46cffdade3dc001e8b8e5cf56dea5,test
data/datasets/A+/cluster_0_3608.BMP,A+,SUBJECT_GROUP_0134,134,134__M_Left_thumb_finger.BMP,2bbe7ef353f8314a71776f1f8d2945fe61c2fed3c87a85e5737f8536b28ffea8,validation
data/datasets/A+/cluster_0_3618.BMP,A+,SUBJECT_GROUP_0182,182,182__M_Right_little_finger.BMP,c3aab2425568e69cf1d14fa89a8809de092844a50bcc3198f1b3ffe3a435d36f,train
data/datasets/A+/cluster_0_3629.BMP,A+,SUBJECT_GROUP_0528,536,536__F_Left_thumb_finger.BMP,71d2ff8c3a38f4c8eeca74c6c0a6a5146fc1278dc52acddaa9b7cd055102efaa,test
data/datasets/A+/cluster_0_3647.BMP,A+,SUBJECT_GROUP_0245,248,248__M_Left_thumb_finger.BMP,98ef216423efca696e44ea6f66888e4baf4aeab29874142381feab06eebb85f8,train
data/datasets/A+/cluster_0_3689.BMP,A+,SUBJECT_GROUP_0339,344,344__M_Left_little_finger.BMP,c911fdf92fbf05e0d6720a2ca6b5a0746fccdb5987c3e113ce6724dd79c731c9,train
data/datasets/A+/cluster_0_3699.BMP,A+,SUBJECT_GROUP_0069,69,69__M_Left_thumb_finger.BMP,3d3e09c3252e9295cf6b695cf1b765b830786433e298fb25e0a89e2d422e3025,train
data/datasets/A+/cluster_0_3703.BMP,A+,SUBJECT_GROUP_0010,10,10__M_Left_thumb_finger.BMP,828ceacbbda768c5915bfaf40149de88de2e6cd7f0e2d468f0b3695f7c282715,train
data/datasets/A+/cluster_0_3708.BMP,A+,SUBJECT_GROUP_0044,44,44__M_Left_index_finger.BMP,1dd2b758c72dcc0672153c7b57e390190a5d11f7b7431254143096fd39987f67,train
data/datasets/A+/cluster_0_3716.BMP,A+,SUBJECT_GROUP_0252,256,256__M_Left_thumb_finger.BMP,5e74d4ff8d2c23cefb0a0ab9ad4d84a70cbf5b9bbcf8f498f619239c065eae40,test
data/datasets/A+/cluster_0_3741.BMP,A+,SUBJECT_GROUP_0139,139,139__M_Left_thumb_finger.BMP,b2f4860df162e37c2c230ce76ca3211e78b393ca4476d2568ee6d44b9d72bbe0,train
data/datasets/A+/cluster_0_3750.BMP,A+,SUBJECT_GROUP_0292,511,511__M_Left_thumb_finger.BMP,2ebf782ce7d1972f0631ff7250a390b038beb887f638d6483d6a4c2f07922b1f,test
data/datasets/A+/cluster_0_3756.BMP,A+,SUBJECT_GROUP_0418,425,425__M_Left_index_finger.BMP,5c2d4c0452d68bc69e069212634adf1216e09c13e34aad0478abcd670feb5874,train
